-4.34 -4.28 -4.03 -3.51 -3.46 -3.22 -3.11 -3.01 -2.42 -2.32 -2.12 -2.08 -1.9 -1.9 -1.9 -1.96 -1.88 -1.74 -1.8 -1.31
-4.16 -4.13 -3.78 -3.39 -3.38 -3.42 -3.16 -3.01 -2.15 -2.31 -2.08 -2.24 -1.87 -1.72 -1.66 -1.82 -1.74 -1.22 -1.59 -1.15
-4.2 -4.25 -3.76 -3.45 -3.32 -3.73 -3.07 -3.19 -2.25 -2.03 -1.9 -1.87 -1.75 -1.7 -1.73 -1.57 -1.53 -1.26 -1.33 -0.97
-4.03 -3.98 -3.63 -3.12 -3.07 -3.41 -2.57 -3.16 -2.16 -1.83 -1.9 -1.72 -1.7 -1.55 -1.8 -1.62 -1.64 -2.27 -2.29 -0.59
-4.04 -4.1 -3.67 -3.3 -3.07 -3.11 -2.85 -2.97 -1.98 -1.89 -1.9 -1.66 -1.73 -1.8 -1.54 -1.49 -1.71 -1.42 -1.46 -1.29
-3.92 -4.02 -3.52 -3.03 -3.05 -2.99 -2.86 -2.78 -2.11 -2.01 -1.96 -1.82 -1.57 -1.62 -1.49 -1.67 -1.58 -1.48 -1.63 -1.05
-3.74 -3.75 -3.24 -2.95 -2.83 -3.07 -2.59 -2.76 -2.08 -1.84 -1.88 -1.74 -1.53 -1.64 -1.71 -1.58 -1.68 -1.51 -1.68 -1.21
-3.59 -3.56 -3.27 -2.89 -2.67 -2.99 -2.27 -2.79 -2.15 -1.51 -1.74 -1.22 -1.26 -2.27 -1.42 -1.48 -1.51 -0.91 -1.02 -1.8
-3.4 -3.48 -3.17 -2.57 -2.48 -2.84 -2.41 -2.76 -2.32 -1.7 -1.8 -1.59 -1.33 -2.29 -1.46 -1.63 -1.68 -1.02 -1.21 -1.68
-3.37 -3.36 -3.01 -2.48 -2.49 -2.69 -1.95 -2.6 -1.35 -1.31 -1.31 -1.15 -0.97 -0.59 -1.29 -1.05 -1.21 -1.8 -1.68 -0.12
<MJ2h

>MJ1
2.07 2.04 1.93 2.14 2.04 2.25 2.26 2.58 2.5 2.33 2.54 2.56 2.76 2.7 2.59 2.58 2.64 2.76 3.01 2.53
2.04 1.89 2.15 1.91 2.11 2.17 2.1 2.33 2.17 2.37 2.65 2.71 2.53 2.75 2.82 2.62 2.52 2.6 2.73 2.77
1.93 2.15 2.12 2.06 2.08 2.35 2.5 2.45 2.82 2.12 2.47 2.58 2.59 2.76 2.7 2.55 2.88 2.68 2.93 2.7
2.14 1.91 2.06 2.38 2.19 1.67 2.53 2.21 3.32 2.59 2.53 2.53 2 2.65 2.8 2.48 2.42 2.77 2.99 2.34
2.04 2.11 2.08 2.19 2.04 2.26 2.39 2.35 2.52 2.23 2.58 2.49 2.42 2.63 2.57 2.51 2.83 2.67 2.91 2.77
2.25 2.17 2.35 1.67 2.26 2.22 2.42 2.29 2.21 2.25 2.55 2.51 2.05 2.18 2.41 2.68 2.41 2.62 2.58 2.56
2.26 2.1 2.5 2.53 2.39 2.42 1.28 2.38 2.14 2.34 2.52 2.26 2.33 2.58 2.38 2.31 2.47 3.02 2.37 3.05
2.58 2.33 2.45 2.21 2.35 2.29 2.38 2.27 1.99 2.42 2.47 2.47 2 2.08 2.13 2.42 2.14 2.23 2.33 2.13
2.5 2.17 2.82 3.32 2.52 2.21 2.14 1.99 2.04 2.68 2.14 2.53 2.13 2.21 2.31 2.28 2.1 1.88 1.94 2.55
2.33 2.37 2.12 2.59 2.23 2.25 2.34 2.42 2.68 2.21 2.25 2.27 2.44 2.78 2.41 2.28 2.62 2.59 2.46 2.49
2.54 2.65 2.47 2.53 2.58 2.55 2.52 2.47 2.14 2.25 2.36 2.07 2.27 1.99 2.2 2.26 2.23 2.33 2.05 2.25
2.56 2.71 2.58 2.53 2.49 2.51 2.26 2.47 2.53 2.27 2.07 1.95 2.23 2.3 2.27 2.17 2.2 2.58 2.11 2.45
2.76 2.53 2.59 2 2.42 2.05 2.33 2 2.13 2.44 2.27 2.23 2.6 1.96 1.91 2.35 2.16 2.23 2.37 2.45
2.7 2.75 2.76 2.65 2.63 2.18 2.58 2.08 2.21 2.78 1.99 2.3 1.96 2.45 1.82 2.51 2.21 1.59 1.61 3.09
2.59 2.82 2.7 2.8 2.57 2.41 2.38 2.13 2.31 2.41 2.2 2.27 1.91 1.82 2.61 2.19 2.09 2.16 2.16 1.96
2.58 2.62 2.55 2.48 2.51 2.68 2.31 2.42 2.28 2.28 2.26 2.17 2.35 2.51 2.19 2.14 2.2 2.07 2.02 2.21
2.64 2.52 2.88 2.42 2.83 2.41 2.47 2.14 2.1 2.62 2.23 2.2 2.16 2.21 2.09 2.2 1.81 2.01 2.04 2.02
2.76 2.6 2.68 2.77 2.67 2.62 3.02 2.23 1.88 2.59 2.33 2.58 2.23 1.59 2.16 2.07 2.01 2.3 2.18 1.37
3.01 2.73 2.93 2.99 2.91 2.58 2.37 2.33 1.94 2.46 2.05 2.11 2.37 1.61 2.16 2.02 2.04 2.18 2.38 1.58
2.53 2.77 2.7 2.34 2.77 2.56 3.05 2.13 2.55 2.49 2.25 2.45 2.45 3.09 1.96 2.21 2.02 1.37 1.58 2.59
<MJ1

>MJ2
-0.2 -0.15 -0.21 -0.13 -0.19 -0.03 -0.01 -5.551115e-17 0.16 -0.04 0.12 0.18 0.09 0.2 0.13 0.19 0.26 0.28 0.4 0.24
-0.15 -0.22 -0.12 -0.25 -0.11 -0.08 -0.02 -0.02 0.01 -0.01 0.13 0.16 0.03 0.2 0.07 0.1 0.22 0.26 0.32 0.22
-0.21 -0.12 -0.18 -0.13 -0.16 -0.05 -0.04 0.02 0.17 -0.07 0.08 0.17 0.12 0.2 0.12 0.2 0.32 0.24 0.31 0.22
-0.13 -0.25 -0.13 -0.2 -0.03 -0.21 -0.04 -0.08 -0.02 0 0.09 0.1 0.01 0.2 0.04 0.19 0.19 0.16 0.36 0.24
-0.19 -0.11 -0.16 -0.03 -0.19 -0.01 -0.04 0.08 0.19 -0.07 0.11 0.1 0.07 0.23 0.16 0.16 0.25 0.28 0.4 0.22
-0.03 -0.08 -0.05 -0.21 -0.01 -0.1 -0.07 0.01 -0.08 0.02 0.2 0.04 -0.21 -0.02 0.1 0.15 0.07 0.06 0.15 0.06
-0.01 -0.02 -0.04 -0.04 -0.04 -0.07 -0.55 0.16 -0.02 0.01 0.12 0.03 0.03 0.32 0.1 0.08 0.21 0.31 0.25 0.35
-2.775558e-17 -0.02 0.02 -0.08 0.08 0.01 0.16 0.01 -0.05 0.05 0.09 0.03 -0.13 -0.1 -0.06 0.04 0.02 -0.06 -0.03 -0.12
0.16 0.01 0.17 -0.02 0.19 -0.08 -0.02 -0.05 -0.36 0.11 -0.06 0.04 -0.08 -0.01 0.02 -0.05 -0.08 -0.19 -0.27 0.1
-0.04 -0.01 -0.07 -1.734723e-17 -0.07 0.02 0.01 0.05 0.11 -0.08 0.01 -0.04 0.06 0.18 0.09 0.01 0.07 0.19 0.1 0.13
0.12 0.13 0.08 0.09 0.11 0.2 0.12 0.09 -0.06 0.01 -0.07 -0.07 -0.03 -0.02 -0.08 -0.12 -0.11 -0.1 -0.13 -0.02
0.18 0.16 0.17 0.1 0.1 0.04 0.03 0.03 0.04 -0.04 -0.07 -0.25 -0.07 0.03 1.040834e-17 -0.1 -0.09 0.13 -0.06 0.01
0.09 0.03 0.12 0.01 0.07 -0.21 0.03 -0.13 -0.08 0.06 -0.03 -0.07 -0.11 -0.02 -0.09 -0.02 -0.03 0.05 0.03 0.06
0.2 0.2 0.2 0.2 0.23 -0.02 0.32 -0.1 -0.01 0.18 -0.02 0.03 -0.02 0.03 -0.14 -0.03 -0.08 -0.51 -0.51 0.28
0.13 0.07 0.12 0.04 0.16 0.1 0.1 -0.06 0.02 0.09 -0.08 0 -0.09 -0.14 -0.1 -0.04 -0.19 -0.09 -0.1 -0.17
0.19 0.1 0.2 0.19 0.16 0.15 0.08 0.04 -0.05 0.01 -0.12 -0.1 -0.02 -0.03 -0.04 -0.17 -0.12 -0.14 -0.2 -0.05
0.26 0.22 0.32 0.19 0.25 0.07 0.21 0.02 -0.08 0.07 -0.11 -0.09 -0.03 -0.08 -0.19 -0.12 -0.26 -0.19 -0.27 -0.18
0.28 0.26 0.24 0.16 0.28 0.06 0.31 -0.06 -0.19 0.19 -0.1 0.13 0.05 -0.51 -0.09 -0.14 -0.19 0.04 0.04 -0.57
0.4 0.32 0.31 0.36 0.4 0.15 0.25 -0.03 -0.27 0.1 -0.13 -0.06 0.03 -0.51 -0.1 -0.2 -0.27 0.04 -0.09 -0.5
0.24 0.22 0.22 0.24 0.22 0.06 0.35 -0.12 0.1 0.13 -0.02 0.01 0.06 0.28 -0.17 -0.05 -0.18 -0.57 -0.5 0.16
<MJ2
